id,name,species,types,height,weight,abilities,evolutions,facts,site_link,img_link
812,Rillaboom,Drummer Pokémon,['Grass'],2.1 m (6′11″),90.0 kg (198.4 lbs),"['Overgrow', 'Grassy Surge']","['Grookey', 'Thwackey', 'Rillaboom']","By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle.",https://pokemondb.net/pokedex/rillaboom,https://img.pokemondb.net/artwork/rillaboom.jpg
813,Scorbunny,Rabbit Pokémon,['Fire'],0.3 m (1′00″),4.5 kg (9.9 lbs),"['Blaze', 'Libero']","['Scorbunny', 'Raboot', 'Cinderace']","A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power.",https://pokemondb.net/pokedex/scorbunny,https://img.pokemondb.net/artwork/scorbunny.jpg
814,Raboot,Rabbit Pokémon,['Fire'],0.6 m (2′00″),9.0 kg (19.8 lbs),"['Blaze', 'Libero']","['Scorbunny', 'Raboot', 'Cinderace']",Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.,https://pokemondb.net/pokedex/raboot,https://img.pokemondb.net/artwork/raboot.jpg
815,Cinderace,Striker Pokémon,['Fire'],1.4 m (4′07″),33.0 kg (72.8 lbs),"['Blaze', 'Libero']","['Scorbunny', 'Raboot', 'Cinderace']","It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched.",https://pokemondb.net/pokedex/cinderace,https://img.pokemondb.net/artwork/cinderace.jpg
816,Sobble,Water Lizard Pokémon,['Water'],0.3 m (1′00″),4.0 kg (8.8 lbs),"['Torrent', 'Sniper']","['Sobble', 'Drizzile', 'Inteleon']","When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping.",https://pokemondb.net/pokedex/sobble,https://img.pokemondb.net/artwork/sobble.jpg
817,Drizzile,Water lizard Pokémon,['Water'],0.7 m (2′04″),11.5 kg (25.4 lbs),"['Torrent', 'Sniper']","['Sobble', 'Drizzile', 'Inteleon']","A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms.",https://pokemondb.net/pokedex/drizzile,https://img.pokemondb.net/artwork/drizzile.jpg
818,Inteleon,Secret Agent Pokémon,['Water'],1.9 m (6′03″),45.2 kg (99.6 lbs),"['Torrent', 'Sniper']","['Sobble', 'Drizzile', 'Inteleon']","It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air.",https://pokemondb.net/pokedex/inteleon,https://img.pokemondb.net/artwork/inteleon.jpg
819,Skwovet,Cheeky Pokémon,['Normal'],0.3 m (1′00″),2.5 kg (5.5 lbs),"['Cheek Pouch', 'Gluttony']","['Skwovet', 'Greedent']","Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries.",https://pokemondb.net/pokedex/skwovet,https://img.pokemondb.net/artwork/skwovet.jpg
820,Greedent,Greedy Pokémon,['Normal'],0.6 m (2′00″),6.0 kg (13.2 lbs),"['Cheek Pouch', 'Gluttony']","['Skwovet', 'Greedent']","It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss.",https://pokemondb.net/pokedex/greedent,https://img.pokemondb.net/artwork/greedent.jpg
821,Rookidee,Tiny Bird Pokémon,['Flying'],0.2 m (0′08″),1.8 kg (4.0 lbs),"['Keen Eye', 'Unnerve', 'Big Pecks']","['Rookidee', 'Corvisquire', 'Corviknight']","It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit.",https://pokemondb.net/pokedex/rookidee,https://img.pokemondb.net/artwork/rookidee.jpg
822,Corvisquire,Raven Pokémon,['Flying'],0.8 m (2′07″),16.0 kg (35.3 lbs),"['Keen Eye', 'Unnerve', 'Big Pecks']","['Rookidee', 'Corvisquire', 'Corviknight']","Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies.",https://pokemondb.net/pokedex/corvisquire,https://img.pokemondb.net/artwork/corvisquire.jpg
823,Corviknight,Raven Pokémon,"['Flying', 'Steel']",2.2 m (7′03″),75.0 kg (165.3 lbs),"['Pressure', 'Unnerve', 'Mirror Armor']","['Rookidee', 'Corvisquire', 'Corviknight']",This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.,https://pokemondb.net/pokedex/corviknight,https://img.pokemondb.net/artwork/corviknight.jpg
824,Blipbug,Larva Pokémon,['Bug'],0.4 m (1′04″),8.0 kg (17.6 lbs),"['Swarm', 'Compound Eyes', 'Telepathy']","['Blipbug', 'Dottler', 'Orbeetle']","A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t.",https://pokemondb.net/pokedex/blipbug,https://img.pokemondb.net/artwork/blipbug.jpg
825,Dottler,Radome Pokémon,"['Bug', 'Psychic']",0.4 m (1′04″),19.5 kg (43.0 lbs),"['Swarm', 'Compound Eyes', 'Telepathy']","['Blipbug', 'Dottler', 'Orbeetle']","It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers.",https://pokemondb.net/pokedex/dottler,https://img.pokemondb.net/artwork/dottler.jpg
826,Orbeetle,Seven Spot Pokémon,"['Bug', 'Psychic']",0.4 m (1′04″),40.8 kg (89.9 lbs),"['Swarm', 'Frisk', 'Telepathy']","['Blipbug', 'Dottler', 'Orbeetle']","It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.",https://pokemondb.net/pokedex/orbeetle,https://img.pokemondb.net/artwork/orbeetle.jpg
827,Nickit,Fox Pokémon,['Dark'],0.6 m (2′00″),8.9 kg (19.6 lbs),"['Run Away', 'Unburden', 'Stakeout']","['Nickit', 'Thievul']","Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains.",https://pokemondb.net/pokedex/nickit,https://img.pokemondb.net/artwork/nickit.jpg
828,Thievul,Fox Pokémon,['Dark'],1.2 m (3′11″),19.9 kg (43.9 lbs),"['Run Away', 'Unburden', 'Stakeout']","['Nickit', 'Thievul']","It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it.",https://pokemondb.net/pokedex/thievul,https://img.pokemondb.net/artwork/thievul.jpg
829,Gossifleur,Flowering Pokémon,['Grass'],0.4 m (1′04″),2.2 kg (4.9 lbs),"['Cotton Down', 'Regenerator', 'Effect Spore']","['Gossifleur', 'Eldegoss']","It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly.",https://pokemondb.net/pokedex/gossifleur,https://img.pokemondb.net/artwork/gossifleur.jpg
830,Eldegoss,Cotton Bloom Pokémon,['Grass'],0.5 m (1′08″),2.5 kg (5.5 lbs),"['Cotton Down', 'Regenerator', 'Effect Spore']","['Gossifleur', 'Eldegoss']",The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.,https://pokemondb.net/pokedex/eldegoss,https://img.pokemondb.net/artwork/eldegoss.jpg
831,Wooloo,Sheep Pokémon,['Normal'],0.6 m (2′00″),6.0 kg (13.2 lbs),"['Fluffy', 'Run Away', 'Bulletproof']","['Wooloo', 'Dubwool']","Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed.",https://pokemondb.net/pokedex/wooloo,https://img.pokemondb.net/artwork/wooloo.jpg
832,Dubwool,Sheep Pokémon,['Normal'],1.3 m (4′03″),43.0 kg (94.8 lbs),"['Fluffy', 'Steadfast', 'Bulletproof']","['Wooloo', 'Dubwool']","Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it.",https://pokemondb.net/pokedex/dubwool,https://img.pokemondb.net/artwork/dubwool.jpg
833,Chewtle,Snapping Pokémon,['Water'],0.3 m (1′00″),8.5 kg (18.7 lbs),"['Strong Jaw', 'Shell Armor', 'Swift Swim']","['Chewtle', 'Drednaw']",Apparently the itch of its teething impels it to snap its jaws at anything in front of it.,https://pokemondb.net/pokedex/chewtle,https://img.pokemondb.net/artwork/chewtle.jpg
834,Drednaw,Bite Pokémon,"['Water', 'Rock']",1.0 m (3′03″),115.5 kg (254.6 lbs),"['Strong Jaw', 'Shell Armor', 'Swift Swim']","['Chewtle', 'Drednaw']","With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey.",https://pokemondb.net/pokedex/drednaw,https://img.pokemondb.net/artwork/drednaw.jpg
835,Yamper,Puppy Pokémon,['Electric'],0.3 m (1′00″),13.5 kg (29.8 lbs),"['Ball Fetch', 'Rattled']","['Yamper', 'Boltund']","This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail.",https://pokemondb.net/pokedex/yamper,https://img.pokemondb.net/artwork/yamper.jpg
836,Boltund,Dog Pokémon,['Electric'],1.0 m (3′03″),34.0 kg (75.0 lbs),"['Strong Jaw', 'Competitive']","['Yamper', 'Boltund']",This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.,https://pokemondb.net/pokedex/boltund,https://img.pokemondb.net/artwork/boltund.jpg
837,Rolycoly,Coal Pokémon,['Rock'],0.3 m (1′00″),12.0 kg (26.5 lbs),"['Steam Engine', 'Heatproof', 'Flash Fire']","['Rolycoly', 'Carkol', 'Coalossal']","Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago.",https://pokemondb.net/pokedex/rolycoly,https://img.pokemondb.net/artwork/rolycoly.jpg
838,Carkol,Coal Pokémon,"['Rock', 'Fire']",1.1 m (3′07″),78.0 kg (172.0 lbs),"['Steam Engine', 'Flame Body', 'Flash Fire']","['Rolycoly', 'Carkol', 'Coalossal']",It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.,https://pokemondb.net/pokedex/carkol,https://img.pokemondb.net/artwork/carkol.jpg
839,Coalossal,Coal Pokémon,"['Rock', 'Fire']",2.8 m (9′02″),310.5 kg (684.5 lbs),"['Steam Engine', 'Flame Body', 'Flash Fire']","['Rolycoly', 'Carkol', 'Coalossal']","It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.",https://pokemondb.net/pokedex/coalossal,https://img.pokemondb.net/artwork/coalossal.jpg
840,Applin,Apple Core Pokémon,"['Grass', 'Dragon']",0.2 m (0′08″),0.5 kg (1.1 lbs),"['Ripen', 'Gluttony', 'Bulletproof']","['Applin', 'Flapple', 'Appletun']","It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more.",https://pokemondb.net/pokedex/applin,https://img.pokemondb.net/artwork/applin.jpg
841,Flapple,Apple Wing Pokémon,"['Grass', 'Dragon']",0.3 m (1′00″),1.0 kg (2.2 lbs),"['Ripen', 'Gluttony', 'Hustle']","['Applin', 'Flapple', 'Appletun']","It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns.",https://pokemondb.net/pokedex/flapple,https://img.pokemondb.net/artwork/flapple.jpg
842,Appletun,Apple Nectar Pokémon,"['Grass', 'Dragon']",0.4 m (1′04″),13.0 kg (28.7 lbs),"['Ripen', 'Gluttony', 'Thick Fat']","['Applin', 'Flapple', 'Appletun']","Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on.",https://pokemondb.net/pokedex/appletun,https://img.pokemondb.net/artwork/appletun.jpg
843,Silicobra,Sand Snake Pokémon,['Ground'],2.2 m (7′03″),7.6 kg (16.8 lbs),"['Sand Spit', 'Shed Skin', 'Sand Veil']","['Silicobra', 'Sandaconda']","As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand.",https://pokemondb.net/pokedex/silicobra,https://img.pokemondb.net/artwork/silicobra.jpg
844,Sandaconda,Sand Snake Pokémon,['Ground'],3.8 m (12′06″),65.5 kg (144.4 lbs),"['Sand Spit', 'Shed Skin', 'Sand Veil']","['Silicobra', 'Sandaconda']","When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened.",https://pokemondb.net/pokedex/sandaconda,https://img.pokemondb.net/artwork/sandaconda.jpg
845,Cramorant,Gulp Pokémon,"['Flying', 'Water']",0.8 m (2′07″),18.0 kg (39.7 lbs),['Gulp Missile'],[],"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",https://pokemondb.net/pokedex/cramorant,https://img.pokemondb.net/artwork/cramorant.jpg
846,Arrokuda,Rush Pokémon,['Water'],0.5 m (1′08″),1.0 kg (2.2 lbs),"['Swift Swim', 'Propeller Tail']","['Arrokuda', 'Barraskewda']","If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw.",https://pokemondb.net/pokedex/arrokuda,https://img.pokemondb.net/artwork/arrokuda.jpg
847,Barraskewda,Skewer Pokémon,['Water'],1.3 m (4′03″),30.0 kg (66.1 lbs),"['Swift Swim', 'Propeller Tail']","['Arrokuda', 'Barraskewda']","This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too.",https://pokemondb.net/pokedex/barraskewda,https://img.pokemondb.net/artwork/barraskewda.jpg
848,Toxel,Baby Pokémon,"['Electric', 'Poison']",0.4 m (1′04″),11.0 kg (24.3 lbs),"['Rattled', 'Static', 'Klutz']","['Toxel', 'Toxtricity']","It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows.",https://pokemondb.net/pokedex/toxel,https://img.pokemondb.net/artwork/toxel.jpg
849,Toxtricity,Punk Pokémon,"['Electric', 'Poison']",1.6 m (5′03″),40.0 kg (88.2 lbs),"['Punk Rock', 'Plus', 'Technician']","['Toxel', 'Toxtricity']","When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity.",https://pokemondb.net/pokedex/toxtricity,https://img.pokemondb.net/artwork/toxtricity-amped.jpg
850,Sizzlipede,Radiator Pokémon,"['Fire', 'Bug']",0.7 m (2′04″),1.0 kg (2.2 lbs),"['Flash Fire', 'White Smoke', 'Flame Body']","['Sizzlipede', 'Centiskorch']",It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.,https://pokemondb.net/pokedex/sizzlipede,https://img.pokemondb.net/artwork/sizzlipede.jpg
851,Centiskorch,Radiator Pokémon,"['Fire', 'Bug']",3.0 m (9′10″),120.0 kg (264.6 lbs),"['Flash Fire', 'White Smoke', 'Flame Body']","['Sizzlipede', 'Centiskorch']","When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.",https://pokemondb.net/pokedex/centiskorch,https://img.pokemondb.net/artwork/centiskorch.jpg
852,Clobbopus,Tantrum Pokémon,['Fighting'],0.6 m (2′00″),4.0 kg (8.8 lbs),"['Limber', 'Technician']","['Clobbopus', 'Grapploct']","It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.",https://pokemondb.net/pokedex/clobbopus,https://img.pokemondb.net/artwork/clobbopus.jpg
853,Grapploct,Tantrum Pokémon,['Fighting'],1.6 m (5′03″),39.0 kg (86.0 lbs),"['Limber', 'Technician']","['Clobbopus', 'Grapploct']",A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.,https://pokemondb.net/pokedex/grapploct,https://img.pokemondb.net/artwork/grapploct.jpg
854,Sinistea,Black Tea Pokémon,['Ghost'],0.1 m (0′04″),0.2 kg (0.4 lbs),"['Weak Armor', 'Cursed Body']","['Sinistea', 'Polteageist']","The swirl pattern in this Pokémon’s body is its weakness. If it gets stirred, the swirl loses its shape, and Sinistea gets dizzy.",https://pokemondb.net/pokedex/sinistea,https://img.pokemondb.net/artwork/sinistea.jpg
855,Polteageist,Black Tea Pokémon,['Ghost'],0.2 m (0′08″),0.4 kg (0.9 lbs),"['Weak Armor', 'Cursed Body']","['Sinistea', 'Polteageist']",Trainers Polteageist trusts will be allowed to experience its distinctive flavor and aroma firsthand by sampling just a tiny bit of its tea.,https://pokemondb.net/pokedex/polteageist,https://img.pokemondb.net/artwork/polteageist.jpg
856,Hatenna,Calm Pokémon,['Psychic'],0.4 m (1′04″),3.4 kg (7.5 lbs),"['Healer', 'Anticipation', 'Magic Bounce']","['Hatenna', 'Hattrem', 'Hatterene']","Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you.",https://pokemondb.net/pokedex/hatenna,https://img.pokemondb.net/artwork/hatenna.jpg
857,Hattrem,Serene Pokémon,['Psychic'],0.6 m (2′00″),4.8 kg (10.6 lbs),"['Healer', 'Anticipation', 'Magic Bounce']","['Hatenna', 'Hattrem', 'Hatterene']","No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently.",https://pokemondb.net/pokedex/hattrem,https://img.pokemondb.net/artwork/hattrem.jpg
858,Hatterene,Silent Pokémon,"['Psychic', 'Fairy']",2.1 m (6′11″),5.1 kg (11.2 lbs),"['Healer', 'Anticipation', 'Magic Bounce']","['Hatenna', 'Hattrem', 'Hatterene']",It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.,https://pokemondb.net/pokedex/hatterene,https://img.pokemondb.net/artwork/hatterene.jpg
859,Impidimp,Wily Pokémon,"['Dark', 'Fairy']",0.4 m (1′04″),5.5 kg (12.1 lbs),"['Prankster', 'Frisk', 'Pickpocket']","['Impidimp', 'Morgrem', 'Grimmsnarl']","Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy.",https://pokemondb.net/pokedex/impidimp,https://img.pokemondb.net/artwork/impidimp.jpg
860,Morgrem,Devious Pokémon,"['Dark', 'Fairy']",0.8 m (2′07″),12.5 kg (27.6 lbs),"['Prankster', 'Frisk', 'Pickpocket']","['Impidimp', 'Morgrem', 'Grimmsnarl']","When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair.",https://pokemondb.net/pokedex/morgrem,https://img.pokemondb.net/artwork/morgrem.jpg
861,Grimmsnarl,Bulk Up Pokémon,"['Dark', 'Fairy']",1.5 m (4′11″),61.0 kg (134.5 lbs),"['Prankster', 'Frisk', 'Pickpocket']","['Impidimp', 'Morgrem', 'Grimmsnarl']","With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp.",https://pokemondb.net/pokedex/grimmsnarl,https://img.pokemondb.net/artwork/grimmsnarl.jpg
862,Obstagoon,Blocking Pokémon,"['Dark', 'Normal']",1.6 m (5′03″),46.0 kg (101.4 lbs),"['Reckless', 'Guts', 'Defiant']","['Zigzagoon', 'Linoone', 'Obstagoon']",Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.,https://pokemondb.net/pokedex/obstagoon,https://img.pokemondb.net/artwork/obstagoon.jpg
863,Perrserker,Viking Pokémon,['Steel'],0.8 m (2′07″),28.0 kg (61.7 lbs),"['Battle Armor', 'Tough Claws', 'Steely Spirit']","['Meowth', 'Persian', 'Perrserker']",What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.,https://pokemondb.net/pokedex/perrserker,https://img.pokemondb.net/artwork/perrserker.jpg
864,Cursola,Coral Pokémon,['Ghost'],1.0 m (3′03″),0.4 kg (0.9 lbs),"['Weak Armor', 'Perish Body']","['Corsola', 'Cursola']",Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.,https://pokemondb.net/pokedex/cursola,https://img.pokemondb.net/artwork/cursola.jpg
865,Sirfetch'd,Wild Duck Pokémon,['Fighting'],0.8 m (2′07″),117.0 kg (257.9 lbs),"['Steadfast', 'Scrappy']","[""Farfetch'd"", ""Sirfetch'd""]","Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat.",https://pokemondb.net/pokedex/sirfetchd,https://img.pokemondb.net/artwork/sirfetchd.jpg
866,Mr. Rime,Comedian Pokémon,"['Ice', 'Psychic']",1.5 m (4′11″),58.2 kg (128.3 lbs),"['Tangled Feet', 'Screen Cleaner', 'Ice Body']","['Mime Jr.', 'Mr. Mime', 'Mr. Rime']",It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.,https://pokemondb.net/pokedex/mr-rime,https://img.pokemondb.net/artwork/mr-rime.jpg
867,Runerigus,Grudge Pokémon,"['Ground', 'Ghost']",1.6 m (5′03″),66.6 kg (146.8 lbs),['Wandering Spirit'],"['Yamask', 'Cofagrigus', 'Runerigus']","A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move.",https://pokemondb.net/pokedex/runerigus,https://img.pokemondb.net/artwork/runerigus.jpg
868,Milcery,Cream Pokémon,['Fairy'],0.2 m (0′08″),0.3 kg (0.7 lbs),"['Sweet Veil', 'Aroma Veil']","['Milcery', 'Alcremie']",This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.,https://pokemondb.net/pokedex/milcery,https://img.pokemondb.net/artwork/milcery.jpg
869,Alcremie,Cream Pokémon,['Fairy'],0.3 m (1′00″),0.5 kg (1.1 lbs),"['Sweet Veil', 'Aroma Veil']","['Milcery', 'Alcremie']","The moment it evolved, it took on a bitter flavor. This is because of the way its cells spontaneously shifted during evolution.",https://pokemondb.net/pokedex/alcremie,https://img.pokemondb.net/artwork/alcremie.jpg
870,Falinks,Formation Pokémon,['Fighting'],3.0 m (9′10″),62.0 kg (136.7 lbs),"['Battle Armor', 'Defiant']",[],"Five of them are troopers, and one is the brass. The brass’s orders are absolute.",https://pokemondb.net/pokedex/falinks,https://img.pokemondb.net/artwork/falinks.jpg
871,Pincurchin,Sea Urchin Pokémon,['Electric'],0.3 m (1′00″),1.0 kg (2.2 lbs),"['Lightning Rod', 'Electric Surge']",[],"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines.",https://pokemondb.net/pokedex/pincurchin,https://img.pokemondb.net/artwork/pincurchin.jpg
872,Snom,Worm Pokémon,"['Ice', 'Bug']",0.3 m (1′00″),3.8 kg (8.4 lbs),"['Shield Dust', 'Ice Scales']","['Snom', 'Frosmoth']","It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps.",https://pokemondb.net/pokedex/snom,https://img.pokemondb.net/artwork/snom.jpg
873,Frosmoth,Frost Moth Pokémon,"['Ice', 'Bug']",1.3 m (4′03″),42.0 kg (92.6 lbs),"['Shield Dust', 'Ice Scales']","['Snom', 'Frosmoth']",Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit.,https://pokemondb.net/pokedex/frosmoth,https://img.pokemondb.net/artwork/frosmoth.jpg
874,Stonjourner,Big Rock Pokémon,['Rock'],2.5 m (8′02″),520.0 kg (1146.4 lbs),['Power Spot'],[],"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks.",https://pokemondb.net/pokedex/stonjourner,https://img.pokemondb.net/artwork/stonjourner.jpg
875,Eiscue,Penguin Pokémon,['Ice'],1.4 m (4′07″),89.0 kg (196.2 lbs),['Ice Face'],[],It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.,https://pokemondb.net/pokedex/eiscue,https://img.pokemondb.net/artwork/eiscue-ice.jpg
876,Indeedee,Emotion Pokémon,"['Psychic', 'Normal']",0.9 m (2′11″),28.0 kg (61.7 lbs),"['Inner Focus', 'Synchronize', 'Psychic Surge']",[],"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need.",https://pokemondb.net/pokedex/indeedee,https://img.pokemondb.net/artwork/indeedee-male.jpg
877,Morpeko,Two-Sided Pokémon,"['Electric', 'Dark']",0.3 m (1′00″),3.0 kg (6.6 lbs),['Hunger Switch'],[],"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.",https://pokemondb.net/pokedex/morpeko,https://img.pokemondb.net/artwork/morpeko-full-belly.jpg
878,Cufant,Copperderm Pokémon,['Steel'],1.2 m (3′11″),100.0 kg (220.5 lbs),"['Sheer Force', 'Heavy Metal']","['Cufant', 'Copperajah']","It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all.",https://pokemondb.net/pokedex/cufant,https://img.pokemondb.net/artwork/cufant.jpg
879,Copperajah,Copperderm Pokémon,['Steel'],3.0 m (9′10″),650.0 kg (1433.0 lbs),"['Sheer Force', 'Heavy Metal']","['Cufant', 'Copperajah']",They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,https://pokemondb.net/pokedex/copperajah,https://img.pokemondb.net/artwork/copperajah.jpg
880,Dracozolt,Fossil Pokémon,"['Electric', 'Dragon']",1.8 m (5′11″),190.0 kg (418.9 lbs),"['Volt Absorb', 'Hustle', 'Sand Rush']",[],"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources.",https://pokemondb.net/pokedex/dracozolt,https://img.pokemondb.net/artwork/dracozolt.jpg
881,Arctozolt,Fossil Pokémon,"['Electric', 'Ice']",2.3 m (7′07″),150.0 kg (330.7 lbs),"['Volt Absorb', 'Static', 'Slush Rush']",[],The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.,https://pokemondb.net/pokedex/arctozolt,https://img.pokemondb.net/artwork/arctozolt.jpg
882,Dracovish,Fossil Pokémon,"['Water', 'Dragon']",2.3 m (7′07″),215.0 kg (474.0 lbs),"['Water Absorb', 'Strong Jaw', 'Sand Rush']",[],Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.,https://pokemondb.net/pokedex/dracovish,https://img.pokemondb.net/artwork/dracovish.jpg
883,Arctovish,Fossil Pokémon,"['Water', 'Ice']",2.0 m (6′07″),175.0 kg (385.8 lbs),"['Water Absorb', 'Ice Body', 'Slush Rush']",[],"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head.",https://pokemondb.net/pokedex/arctovish,https://img.pokemondb.net/artwork/arctovish.jpg
884,Duraludon,Alloy Pokémon,"['Steel', 'Dragon']",1.8 m (5′11″),40.0 kg (88.2 lbs),"['Light Metal', 'Heavy Metal', 'Stalwart']",[],"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily.",https://pokemondb.net/pokedex/duraludon,https://img.pokemondb.net/artwork/duraludon.jpg
885,Dreepy,Lingering Pokémon,"['Dragon', 'Ghost']",0.5 m (1′08″),2.0 kg (4.4 lbs),"['Clear Body', 'Infiltrator', 'Cursed Body']","['Dreepy', 'Drakloak', 'Dragapult']","After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas.",https://pokemondb.net/pokedex/dreepy,https://img.pokemondb.net/artwork/dreepy.jpg
886,Drakloak,Caretaker Pokémon,"['Dragon', 'Ghost']",1.4 m (4′07″),11.0 kg (24.3 lbs),"['Clear Body', 'Infiltrator', 'Cursed Body']","['Dreepy', 'Drakloak', 'Dragapult']",It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.,https://pokemondb.net/pokedex/drakloak,https://img.pokemondb.net/artwork/drakloak.jpg
887,Dragapult,Stealth Pokémon,"['Dragon', 'Ghost']",3.0 m (9′10″),50.0 kg (110.2 lbs),"['Clear Body', 'Infiltrator', 'Cursed Body']","['Dreepy', 'Drakloak', 'Dragapult']","When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles.",https://pokemondb.net/pokedex/dragapult,https://img.pokemondb.net/artwork/dragapult.jpg
